locid,siteno,airport_name,width,facility_id,start_x,start_y,end_x,end_y
BTR,07425.*A,"BATON ROUGE METROPOLITAN, RYAN FIELD",50,9599211,-91.16090000000,30.54073461110,-91.14475416670,30.52748591670
BXA,07436.*A,GEORGE R CARR MEMORIAL AIR FLD,50,9584611,-89.86457291670,30.82056388890,-89.86533636110,30.80682836110
BAD,07443.12*A,BARKSDALE AFB,50,9581911,-93.67174722220,32.51612222220,-93.65350833330,32.48774166670
2R6,07450.1*A,BUNKIE MUNI,50,11099111,-92.23409638890,30.96087166670,-92.23407638890,30.95261055560
1LS5,07463.2*A,CAMERON AIRSTRIP,50,11502211,-93.33654166670,29.80577777780,-93.33265277780,29.80022222220
F86,07476.1*A,CALDWELL PARISH,50,11323811,-92.05573744440,32.11745880560,-92.05327869440,32.12685150000
0R7,07477.2*A,THE RED RIVER,50,9604211,-93.30759694440,31.99714902780,-93.30762491670,31.98340019440
L31,07478.11*A,ST. TAMMANY RGNL,50,9589911,-89.98890222220,30.44917861110,-89.98888388890,30.44093250000
3R2,07481.*A,LE GROS MEMORIAL,50,9589211,-92.48857752780,30.15571038890,-92.47899869440,30.16412258330
3R2,07481.*A,LE GROS MEMORIAL,50,9589211,-92.48864763890,30.16763044440,-92.47964341670,30.15988883330
0M9,07487.1*A,DELHI MUNI,50,11530511,-91.49859577780,32.41485802780,-91.49845983330,32.40661100000
5R8,07490.11*A,DE QUINCY INDUSTRIAL AIRPARK,50,9607511,-93.47666691670,30.44741725000,-93.47054986110,30.43474108330
DRI,07493.*A,BEAUREGARD RGNL,50,9583711,-93.34758588890,30.83744927780,-93.33798933330,30.82932552780
DRI,07493.*A,BEAUREGARD RGNL,50,9583711,-93.33780219440,30.83800013890,-93.33762516670,30.82289397220
98LS,07504.*A,TIETJES,50,17155511,-92.72152777780,30.43801388890,-92.72163888890,30.43113888890
4R7,07509.1*A,EUNICE,50,9589111,-92.42574333330,30.47295972220,-92.42187888890,30.45962250000
F87,07512.*A,UNION PARISH,50,9586211,-92.33861194440,32.72889277780,-92.33571972220,32.72101888890
POE,07520.*A,POLK AAF,50,11420611,-93.19383944440,31.05010352780,-93.18944500000,31.03946116670
2R7,07522.41*A,FRANKLINTON,50,11099211,-90.11612311110,30.82214977780,-90.10890477780,30.81674147220
L38,07527.7*A,LOUISIANA RGNL,50,9585911,-90.94156411110,30.17816911110,-90.93968491670,30.16729894440
HDC,07541.*A,HAMMOND NORTHSHORE RGNL,50,9589611,-90.42514822220,30.52792644440,-90.41042200000,30.51539591670
HDC,07541.*A,HAMMOND NORTHSHORE RGNL,50,9589611,-90.41922250000,30.52859638890,-90.41908777780,30.51484666670
5F4,07552.*A,HOMER MUNI,50,9601911,-93.00803777780,32.79087111110,-92.99925722220,32.78614777780
HUM,07556.*A,HOUMA-TERREBONNE,50,9586511,-90.66699055560,29.57110500000,-90.65416158330,29.56315533330
HUM,07556.*A,HOUMA-TERREBONNE,50,9586511,-90.66025238890,29.57496788890,-90.66037144440,29.55707133330
LA52,07562.03*A,DI'S CAJUN RESTAURANT,50,17160311,-92.58511111110,30.36513888890,-92.58097222220,30.37226388890
2R1,07571.*A,LE MAIRE MEMORIAL,50,11099011,-91.66886111110,29.89577777780,-91.66313888890,29.90236111110
1R1,07572.9*A,JENA,50,9583211,-92.15763333330,31.67258055560,-92.15749444440,31.66212500000
3R7,07574.*A,JENNINGS,50,9587111,-92.68568361110,30.24240072220,-92.67011836110,30.24494561110
3R7,07574.*A,JENNINGS,50,9587111,-92.67452491670,30.24491883330,-92.66646150000,30.23791638890
3R7,07574.*A,JENNINGS,50,9587111,-92.66782005560,30.24528563890,-92.66785566670,30.23985105560
F88,07582.1*A,JONESBORO,50,9590811,-92.73300702780,32.20639852780,-92.73286002780,32.19759183330
L32,07583.*A,JONESVILLE,50,9602011,-91.83844166670,31.61816111110,-91.83014166670,31.62235277780
5F5,07586.*A,BLUEBIRD HILL,50,11848011,-93.79989722220,32.34871666670,-93.79989722220,32.34048333330
LFT,07589.*A,LAFAYETTE RGNL,50,9585011,-91.99251858330,30.20160966670,-91.98439422220,30.21039616670
LFT,07589.*A,LAFAYETTE RGNL,50,9585011,-91.99373683330,30.19589494440,-91.97788263890,30.21304908330
LFT,07589.*A,LAFAYETTE RGNL,50,9585011,-91.99813713890,30.20765183330,-91.98207441670,30.20256841670
LCH,07594.1*A,LAKE CHARLES RGNL,50,9607011,-93.22974469440,30.12849961110,-93.21679916670,30.13732122220
LCH,07594.1*A,LAKE CHARLES RGNL,50,9607011,-93.22792052780,30.12872097220,-93.21913191670,30.11256358330
CWF,07594.3*A,CHENNAULT INTL,50,9607211,-93.15050163890,30.22385813890,-93.13587841670,30.19731558330
0M8,07599.*A,BYERLEY,50,9599111,-91.18814194440,32.83025611110,-91.18721444440,32.82150694440
LA35,07606.03*A,SUMMERVILLE AIRSTRIP,50,17160211,-92.42534722220,31.16314166670,-92.41800000000,31.16044444440
L39,07608.11*A,LEESVILLE,50,9584711,-93.34245188890,31.17341988890,-93.34246841670,31.16295383330
3F3,07632.*A,C E 'RUSTY' WILLIAMS,50,9601611,-93.76479336110,32.07960930560,-93.76641333330,32.06592169440
3R4,07637.*A,HART,50,9601411,-93.48986230560,31.54736361110,-93.47775133330,31.54113277780
MKV,07639.*A,MARKSVILLE MUNI,50,9583811,-92.07332980560,31.09094263890,-92.06478805560,31.09836341670
MLU,07658.*A,MONROE RGNL,50,9609311,-92.04565233330,32.50385144440,-92.02842691670,32.51842858330
MLU,07658.*A,MONROE RGNL,50,9609311,-92.04161977780,32.51649325000,-92.03120302780,32.50596502780
MLU,07658.*A,MONROE RGNL,50,9609311,-92.03988969440,32.51696972220,-92.03989816670,32.50322372220
1LA5,07662.9*A,MORROW STRIP,50,11032011,-92.06569444440,30.80102777780,-92.06063888890,30.80155555560
IER,07667.*A,NATCHITOCHES RGNL,50,9580711,-93.10737111110,31.73782944440,-93.09486250000,31.74040305560
IER,07667.*A,NATCHITOCHES RGNL,50,9580711,-93.09945666670,31.73966722220,-93.09568888890,31.72629444440
ARA,07670.*A,ACADIANA RGNL,50,9595611,-91.88662694440,30.04849483330,-91.88115744440,30.02701347220
NBG,07673.*A,NEW ORLEANS NAS JRB/ALVIN CALLENDER FIELD/,50,12486911,-90.03729722220,29.82350833330,-90.01528611110,29.84319861110
NBG,07673.*A,NEW ORLEANS NAS JRB/ALVIN CALLENDER FIELD/,50,12486911,-90.03309444440,29.82335222220,-90.02106666670,29.81061750000
MSY,07675.*A,LOUIS ARMSTRONG NEW ORLEANS INTL,50,9587311,-90.25141500000,29.98450152780,-90.24551008330,30.00305344440
MSY,07675.*A,LOUIS ARMSTRONG NEW ORLEANS INTL,50,9587311,-90.28172891670,29.99662655560,-90.25096927780,29.98921261110
NEW,07676.*A,LAKEFRONT,50,9610611,-90.03061794440,30.03704894440,-90.02077980560,30.03717130560
NEW,07676.*A,LAKEFRONT,50,9610611,-90.02767150000,30.05018494440,-90.02751622220,30.04002038890
NEW,07676.*A,LAKEFRONT,50,9610611,-90.02991927780,30.05281394440,-90.02963916670,30.03390122220
HZR,07678.*A,FALSE RIVER RGNL,50,9604711,-91.47806377780,30.72517602780,-91.47925880560,30.71146088890
ACP,07682.2*A,ALLEN PARISH,50,9588811,-92.68842772220,30.75736472220,-92.68855511110,30.74363491670
9M6,07685.2*A,KELLY-DUMAS,50,9582311,-91.40364166670,32.85285833330,-91.40446944440,32.84243888890
2LA7,07685.22*A,COSTELLO,50,12037011,-91.42683055560,32.96140277780,-91.42489444440,32.97030555560
L47,07689.1*A,OLLA,50,12412511,-92.22038611110,31.89255277780,-92.21538055560,31.89964166670
OPL,07691.*A,ST LANDRY PARISH-AHART FIELD,50,9597811,-92.10566361110,30.55306908330,-92.09449966670,30.55861086110
OPL,07691.*A,ST LANDRY PARISH-AHART FIELD,50,9597811,-92.09887125000,30.56837555560,-92.09892577780,30.55188213890
PTN,07697.*A,HARRY P WILLIAMS MEMORIAL,50,9590411,-91.34386361110,29.70442305560,-91.33232861110,29.71159666670
PTN,07697.*A,HARRY P WILLIAMS MEMORIAL,50,9590411,-91.34700883330,29.70700727780,-91.33241636110,29.71462963890
2L0,07703.1*A,PINEVILLE MUNI,50,12036311,-92.44353055560,31.34631666670,-92.44362222220,31.33806666670
L66,07710.*A,POLLOCK MUNI,50,12412911,-92.46117394440,31.48366605560,-92.46117522220,31.47129955560
LA46,07713.2*A,OMNI,50,12429711,-91.31194444440,30.50359722220,-91.30302777780,30.50933333330
M79,07722.*A,JOHN H HOOKS JR MEMORIAL,50,9601511,-91.77214788890,32.49082316670,-91.77256947220,32.47984152780
1L0,07722.2*A,ST JOHN THE BAPTIST PARISH,50,9598311,-90.58360850000,30.09245261110,-90.58188963890,30.08155944440
RSN,07726.1*A,RUSTON RGNL,50,9583111,-92.58843455560,32.52147363890,-92.58845219440,32.50772983330
SHV,07735.*A,SHREVEPORT RGNL,50,9581511,-93.83292038890,32.44505211110,-93.81535391670,32.45334233330
SHV,07735.*A,SHREVEPORT RGNL,50,9581511,-93.83488280560,32.45384147220,-93.81848572220,32.43558155560
DTN,07739.*A,SHREVEPORT DOWNTOWN,50,9581811,-93.74897755560,32.53702938890,-93.74043866670,32.54203363890
DTN,07739.*A,SHREVEPORT DOWNTOWN,50,9581811,-93.75043169440,32.54596291670,-93.74003791670,32.53534600000
ASD,07744.31*A,SLIDELL,50,9590011,-89.82086536110,30.35321966670,-89.82073250000,30.33946855560
SPH,07745.1*A,SPRINGHILL,50,9584111,-93.40918361110,32.98894888890,-93.40916083330,32.97795083330
UXL,07747.1*A,SOUTHLAND FIELD,50,9607111,-93.38008530560,30.13740927780,-93.37226636110,30.12545580560
TVR,07751.11*A,VICKSBURG TALLULAH RGNL,50,9581111,-91.02781061110,32.35847988890,-91.02756683330,32.34473233330
L83,07755.*A,THIBODAUX MUNI,50,9586411,-90.83760472220,29.74732222220,-90.82821611110,29.74825083330
0R4,07764.1*A,CONCORDIA PARISH,50,9601811,-91.50998500000,31.56609536110,-91.50295113890,31.55789663890
3F4,07775.*A,VIVIAN,50,9581611,-94.01503444440,32.86130472220,-94.00527111110,32.86135861110
6R1,07784.*A,WELSH,50,11745211,-92.83563027780,30.24132916670,-92.82752194440,30.24366305560
6R1,07784.*A,WELSH,50,11745211,-92.83320083330,30.24104000000,-92.82625638890,30.24131777780
0R5,07793.*A,DAVID G JOYCE,50,9582211,-92.66510694440,31.96363138890,-92.65542638890,31.96371722220
F89,07796.*A,WINNSBORO MUNI,50,9598011,-91.69851388890,32.15713055560,-91.69860000000,32.14888333330
1R4,07801.1*A,WOODWORTH,50,11051911,-92.50275833330,31.12228333330,-92.49981944440,31.13042222220
8B5,08745.*A,TANNER-HILLER,50,11604911,-72.13412686110,42.35350350000,-72.12606461110,42.35926738890
BED,08750.*A,LAURENCE G HANSCOM FLD,50,9564911,-71.29686813890,42.46343577780,-71.28544269440,42.47460861110
BED,08750.*A,LAURENCE G HANSCOM FLD,50,9564911,-71.30034297220,42.47182372220,-71.27455988890,42.46943597220
1M8,08756.*A,MYRICKS,50,11033411,-71.03080813890,41.83811325000,-71.02210761110,41.83997680560
BVY,08762.*A,BEVERLY MUNI,50,9575211,-70.92475530560,42.57974400000,-70.90776197220,42.58327969440
BVY,08762.*A,BEVERLY MUNI,50,9575211,-70.92192225000,42.59194300000,-70.91014827780,42.58133694440
BOS,08778.*A,GENERAL EDWARD LAWRENCE LOGAN INTL,50,9562811,-71.01433883330,42.35798833330,-71.00451619440,42.37829047220
BOS,08778.*A,GENERAL EDWARD LAWRENCE LOGAN INTL,50,9562811,-71.01179530560,42.35105900000,-70.99929130560,42.37690005560
BOS,08778.*A,GENERAL EDWARD LAWRENCE LOGAN INTL,50,9562811,-71.01289383330,42.35575416670,-70.98770366670,42.36021683330
BOS,08778.*A,GENERAL EDWARD LAWRENCE LOGAN INTL,50,9562811,-71.02327547220,42.35659800000,-71.00824608330,42.34859969440
BOS,08778.*A,GENERAL EDWARD LAWRENCE LOGAN INTL,50,9562811,-71.00912725000,42.37357919440,-71.00245736110,42.36860161110
BOS,08778.*A,GENERAL EDWARD LAWRENCE LOGAN INTL,50,9562811,-71.01789094440,42.37427083330,-70.99158655560,42.35465069440
CQX,08812.*A,CHATHAM MUNI,50,9579311,-69.99346252780,41.68533791670,-69.98584175000,41.69127069440
FMH,08906.*A,CAPE COD COAST GUARD AIR STATION,50,12442611,-70.53003313890,41.65013725000,-70.51163575000,41.66721416670
FMH,08906.*A,CAPE COD COAST GUARD AIR STATION,50,12442611,-70.53828005560,41.66744061110,-70.51066922220,41.65159463890
5B6,08907.1*A,FALMOUTH AIRPARK,50,11886011,-70.54362905560,41.58360705560,-70.53706361110,41.58753908330
FIT,08916.*A,FITCHBURG MUNI,50,9546111,-71.75996294440,42.54967063890,-71.75814844440,42.55919186110
FIT,08916.*A,FITCHBURG MUNI,50,9546111,-71.76543350000,42.55773188890,-71.75233441670,42.55002786110
GDM,08929.*A,GARDNER MUNI,50,9546011,-72.01747308330,42.55385050000,-72.01456275000,42.54590708330
GBR,08941.*A,WALTER J. KOLADZA,50,9577011,-73.40796777780,42.18461333330,-73.39851305560,42.18381472220
28M,08957.2*A,CRANLAND,50,11075311,-70.83898227780,42.02746466670,-70.83721830560,42.02281647220
1B6,08977.*A,HOPEDALE INDUSTRIAL PARK,50,11492211,-71.51147277780,42.11070972220,-71.50870972220,42.10225138890
HYA,08995.*A,BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD,50,9579211,-70.28277650000,41.66459661110,-70.26760930560,41.67420452780
HYA,08995.*A,BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD,50,9579211,-70.29189780560,41.67477205560,-70.27948355560,41.66376608330
LWM,09011.*A,LAWRENCE MUNI,50,9573611,-71.12889291670,42.71090491670,-71.11739286110,42.72169113890
LWM,09011.*A,LAWRENCE MUNI,50,9573611,-71.12996680560,42.72118425000,-71.11761838890,42.71556130560
1B9,09054.*A,MANSFIELD MUNI,50,9566711,-71.20276272220,41.99962994440,-71.19897511110,42.00496697220
1B9,09054.*A,MANSFIELD MUNI,50,9566711,-71.20198558330,42.00261961110,-71.19112786110,41.99744241670
9B1,09060.*A,MARLBORO,50,11754611,-71.51161252780,42.34434391670,-71.50637000000,42.34197736110
2B1,09063.*A,CAPE COD,50,11982011,-70.40256761110,41.68281322220,-70.39877858330,41.68706900000
2B1,09063.*A,CAPE COD,50,11982011,-70.40756427780,41.68425925000,-70.39895155560,41.68630427780
2B1,09063.*A,CAPE COD,50,11982011,-70.40389622220,41.68780447220,-70.40104902780,41.68338641670
0B5,09090.*A,TURNERS FALLS,50,9571911,-72.52660155560,42.59510322220,-72.51939983330,42.58812013890
ACK,09110.*A,NANTUCKET MEMORIAL,50,9580211,-70.07252700000,41.24694063890,-70.05631400000,41.25917011110
ACK,09110.*A,NANTUCKET MEMORIAL,50,9580211,-70.06219069440,41.25276883330,-70.05282352780,41.25058425000
ACK,09110.*A,NANTUCKET MEMORIAL,50,9580211,-70.06082063890,41.25800816670,-70.04925169440,41.24927291670
EWB,09112.*A,NEW BEDFORD RGNL,50,9566611,-70.96451380560,41.67169063890,-70.95314008330,41.68243180560
EWB,09112.*A,NEW BEDFORD RGNL,50,9566611,-70.96393272220,41.68029861110,-70.94960808330,41.67175916670
2B2,09112.8*A,PLUM ISLAND,50,11982111,-70.84336388890,42.79519722220,-70.83553333330,42.79551666670
AQW,09127.*A,HARRIMAN-AND-WEST,50,9577111,-73.17849794440,42.69692833330,-73.16260813890,42.69557925000
7B2,09131.*A,NORTHAMPTON,50,9580311,-72.61612500000,42.33080277780,-72.60635555560,42.32521666670
OWD,09180.*A,NORWOOD MEMORIAL,50,9551911,-71.17850666670,42.19211097220,-71.16376666670,42.19234991670
OWD,09180.*A,NORWOOD MEMORIAL,50,9551911,-71.17787102780,42.19379066670,-71.17156680560,42.18384194440
ORE,09187.*A,ORANGE MUNI,50,9571811,-72.29029891670,42.56123944440,-72.29010688890,42.57495544440
ORE,09187.*A,ORANGE MUNI,50,9571811,-72.29382963890,42.57595213890,-72.27961583330,42.56800730560
PSF,09203.*A,PITTSFIELD MUNI,50,9576211,-73.30023655560,42.42456847220,-73.28091800000,42.43146727780
PSF,09203.*A,PITTSFIELD MUNI,50,9576211,-73.29671605560,42.42955869440,-73.28583333330,42.42436383330
PYM,09207.*A,PLYMOUTH MUNI,50,9547411,-70.73651847220,41.90423563890,-70.72634291670,41.91343875000
PYM,09207.*A,PLYMOUTH MUNI,50,9547411,-70.73009730560,41.91220133330,-70.72061225000,41.90634172220
PVC,09211.*A,PROVINCETOWN MUNI,50,9577611,-70.22628019440,42.06982972220,-70.21519000000,42.07473472220
3B0,09281.*A,SOUTHBRIDGE MUNI,50,9546211,-72.03973013890,42.09635275000,-72.03794386110,42.10586738890
60M,09301.*A,SPENCER,50,11793511,-71.96468000000,42.28788583330,-71.96469586110,42.29309344440
CEF,09304.02*A,WESTOVER ARB/METROPOLITAN,50,9565311,-72.54800555560,42.17746388890,-72.52395555560,42.20378333330
CEF,09304.02*A,WESTOVER ARB/METROPOLITAN,50,9565311,-72.54206111110,42.20643888890,-72.52358333330,42.19269444440
3B3,09315.*A,STERLING,50,11835811,-71.79655311110,42.42912725000,-71.78914858330,42.42267766670
6B6,09316.*A,MINUTE MAN AIR FIELD,50,9565011,-71.52015277780,42.45751944440,-71.51720555560,42.46480277780
6B6,09316.*A,MINUTE MAN AIR FIELD,50,9565011,-71.51907541670,42.46032100000,-71.51336294440,42.45914088890
TAN,09336.*A,TAUNTON MUNI - KING FIELD,50,9565711,-71.02270111110,41.87543250000,-71.01958444440,41.88009555560
TAN,09336.*A,TAUNTON MUNI - KING FIELD,50,9565711,-71.01981730560,41.87413569440,-71.00757575000,41.87121983330
MVY,09362.*A,MARTHAS VINEYARD,50,9565611,-70.61933402780,41.38665502780,-70.60627647220,41.39812177780
MVY,09362.*A,MARTHAS VINEYARD,50,9565611,-70.62024505560,41.39809236110,-70.61103988890,41.39214750000
BAF,09398.*A,WESTFIELD-BARNES RGNL,50,9565411,-72.71881991670,42.14530019440,-72.71293213890,42.16960430560
BAF,09398.*A,WESTFIELD-BARNES RGNL,50,9565411,-72.72176663890,42.16410697220,-72.70996433330,42.15356663890
ORH,09462.*A,WORCESTER RGNL,50,9544711,-71.89079602780,42.26732961110,-71.86499033330,42.26604197220
ORH,09462.*A,WORCESTER RGNL,50,9544711,-71.87865075000,42.27284541670,-71.86623130560,42.26269088890
APG,08441.3*A,PHILLIPS AAF,50,12369011,-76.17503888890,39.45581027780,-76.16154472220,39.47512083330
ANP,08443.*A,LEE,50,9571211,-76.57259027780,38.94390972220,-76.56420805560,38.94184555560
MTN,08452.*A,MARTIN STATE,50,9572011,-76.42248308330,39.33247363890,-76.40504741670,39.31884863890
BWI,08456.*A,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,50,9571111,-76.67136772220,39.16687813890,-76.65977983330,39.18066238890
BWI,08456.*A,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,50,9571111,-76.68961833330,39.17474716670,-76.65267600000,39.17263208330
BWI,08456.*A,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,50,9571111,-76.66354025000,39.18737341670,-76.65323063890,39.17623561110
BWI,08456.*A,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,50,9571111,-76.68198391670,39.18536608330,-76.66238425000,39.16420822220
W48,08457.*A,ESSEX SKYPARK,50,12141211,-76.43412500000,39.26481666670,-76.43010000000,39.26002500000
CGE,08483.4*A,CAMBRIDGE-DORCHESTER,50,9569611,-76.03501572220,38.54428258330,-76.02577544440,38.53435975000
ADW,08484.*A,JOINT BASE ANDREWS,50,9567311,-76.87057500000,38.79496388890,-76.87067500000,38.82603333330
ADW,08484.*A,JOINT BASE ANDREWS,50,9567311,-76.86358055560,38.79774444440,-76.86365833330,38.82453055560
0W3,08491.*A,HARFORD COUNTY,50,9568311,-76.20293055560,39.56401222220,-76.20330194440,39.56949527780
0W3,08491.*A,HARFORD COUNTY,50,9568311,-76.20481583330,39.56637138890,-76.19772777780,39.56614444440
0W3,08491.*A,HARFORD COUNTY,50,9568311,-76.20505750000,39.56892055560,-76.20032583330,39.56649611110
W32,08496.*A,WASHINGTON EXECUTIVE/HYDE FIELD,50,9566811,-76.93626500000,38.74515166670,-76.92936861110,38.75137111110
CGS,08500.*A,COLLEGE PARK,50,9567211,-76.92534147220,38.98326083330,-76.91924486110,38.97791247220
W41,08506.*A,CRISFIELD MUNI,50,9566011,-75.83281444440,38.01349138890,-75.82506444440,38.02008944440
W41,08506.*A,CRISFIELD MUNI,50,9566011,-75.82950833330,38.02091111110,-75.82305555560,38.01636388890
1W3,08512.*A,MEXICO FARMS,50,11493011,-78.76416944440,39.60571666670,-78.75666944440,39.60619444440
1W3,08512.*A,MEXICO FARMS,50,11493011,-78.76314722220,39.60703333330,-78.75953333330,39.60198888890
CBE,08512.1*A,GREATER CUMBERLAND RGNL,50,9011911,-78.76476025000,39.61106858330,-78.75346933330,39.62182686110
CBE,08512.1*A,GREATER CUMBERLAND RGNL,50,9011911,-78.76861111110,39.61361111110,-78.76000000000,39.61277777780
ESN,08525.*A,EASTON/NEWNAM FIELD,50,9565911,-76.07196169440,38.79739730560,-76.06216655560,38.81040855560
ESN,08525.*A,EASTON/NEWNAM FIELD,50,9565911,-76.07637375000,38.80856933330,-76.06689880560,38.80045669440
58M,08536.02*A,CECIL COUNTY,50,11190511,-75.87456641670,39.57594830560,-75.86500363890,39.57241188890
W42,08542.*A,FALLSTON,50,12141111,-76.41317777780,39.49866111110,-76.40949166670,39.50398611110
MD31,08550.8*A,FOREST HILL,50,12531311,-76.37906388890,39.58158333330,-76.36896388890,39.57721666670
FME,08551.*A,TIPTON,50,9571011,-76.76481944440,39.08553333330,-76.75427500000,39.08496944440
FDK,08556.*A,FREDERICK MUNI,50,9569411,-77.38043552780,39.40960283330,-77.36844002780,39.42049916670
FDK,08556.*A,FREDERICK MUNI,50,9569411,-77.37982172220,39.42338088890,-77.36836619440,39.41905544440
VKX,08558.*A,POTOMAC AIRFIELD,50,9567011,-76.95941944440,38.74621666670,-76.95242500000,38.75106666670
GAI,08559.*A,MONTGOMERY COUNTY AIRPARK,50,9567611,-77.17188905560,39.17184358330,-77.16011513890,39.16483836110
HGR,08569.*A,HAGERSTOWN RGNL-RICHARD A HENSON FLD,50,9565811,-77.72877411110,39.70419191670,-77.72588980560,39.71258947220
HGR,08569.*A,HAGERSTOWN RGNL-RICHARD A HENSON FLD,50,9565811,-77.73837572220,39.70696213890,-77.71383827780,39.71013177780
2W5,08577.*A,MARYLAND,50,9570011,-77.07298888890,38.59193055560,-77.07192777780,38.60216666670
W18,08582.*A,SUBURBAN,50,9570911,-76.82959277780,39.07401305560,-76.82636027780,39.07987361110
W50,08584.*A,DAVIS,50,9567511,-77.15355833330,39.24242222220,-77.14711388890,39.24470833330
2W6,08589.*A,ST. MARY'S COUNTY RGNL,50,9566111,-76.55718072220,38.31657177780,-76.54305141670,38.31414133330
MD1,08593.*A,MASSEY AERODROME,50,12530011,-75.80070555560,39.29536388890,-75.79805555560,39.30334166670
W00,08595.*A,FREEWAY,50,9566911,-76.77310277780,38.94464444440,-76.77166111110,38.93809722220
2G4,08604.1*A,GARRETT COUNTY,50,9569311,-79.34463938890,39.57949630560,-79.32723341670,39.58212955560
OXB,08610.*A,OCEAN CITY MUNI,50,9564611,-75.12772827780,38.30645572220,-75.12576266670,38.31510580560
OXB,08610.*A,OCEAN CITY MUNI,50,9564611,-75.12698413890,38.31400672220,-75.11662838890,38.30636377780
NHK,08614.*A,PATUXENT RIVER NAS/TRAPNELL FIELD/,50,12304311,-76.42103166670,38.27656222220,-76.41855500000,38.29021000000
NHK,08614.*A,PATUXENT RIVER NAS/TRAPNELL FIELD/,50,12304311,-76.42162138890,38.27689880560,-76.39051055560,38.29810972220
NHK,08614.*A,PATUXENT RIVER NAS/TRAPNELL FIELD/,50,12304311,-76.42333166670,38.29428416670,-76.39586500000,38.27857416670
RJD,08628.*A,RIDGELY AIRPARK,50,12074611,-75.87384166670,38.97213055560,-75.86316666670,38.96922777780
NUI,08643.2*A,WEBSTER NOLF,50,12132211,-76.43446963890,38.14241383330,-76.41859591670,38.14801325000
NUI,08643.2*A,WEBSTER NOLF,50,12132211,-76.43576213890,38.15245386110,-76.42499933330,38.14167052780
SBY,08645.*A,SALISBURY-OCEAN CITY WICOMICO RGNL,50,9564711,-75.51691350000,38.33393419440,-75.50650494440,38.34494619440
SBY,08645.*A,SALISBURY-OCEAN CITY WICOMICO RGNL,50,9564711,-75.51668400000,38.34602213890,-75.49878905560,38.33552508330
1N5,08645.01*A,BENNETT,50,11047211,-75.62313888890,38.41288888890,-75.61588888890,38.41561111110
1N5,08645.01*A,BENNETT,50,11047211,-75.61747222220,38.41561111110,-75.61263888890,38.40777777780
3W3,08656.*A,KENTMORR AIRPARK,50,11141511,-76.36305555560,38.91811111110,-76.35461944440,38.91811111110
W29,08656.2*A,BAY BRIDGE,50,9566211,-76.33462155560,38.97728588890,-76.32531666670,38.97562500000
DMW,08677.*A,CARROLL COUNTY RGNL/JACK B POAGE FIELD,50,9570211,-77.01245041670,39.61421536110,-77.00286491670,39.60233866670
2W2,08677.1*A,CLEARVIEW AIRPARK,50,11103811,-77.02011386110,39.46845077780,-77.01475025000,39.46558563890
LEW,07816.*A,AUBURN/LEWISTON MUNI,50,9609911,-70.28805758330,44.04223913890,-70.28020566670,44.05473263890
LEW,07816.*A,AUBURN/LEWISTON MUNI,50,9609911,-70.28514841670,44.05163588890,-70.27958491670,44.04524775000
AUG,07819.*A,AUGUSTA STATE,50,9604011,-69.79811025000,44.31725872220,-69.78898613890,44.32073494440
AUG,07819.*A,AUGUSTA STATE,50,9604011,-69.80367708330,44.32765650000,-69.79503016670,44.31542277780
BGR,07825.*A,BANGOR INTL,50,9576711,-68.84393116670,44.81837136110,-68.81232272220,44.79650377780
BHB,07828.*A,HANCOCK COUNTY-BAR HARBOR,50,9605811,-68.36730155560,44.44385855560,-68.35901194440,44.45682747220
BHB,07828.*A,HANCOCK COUNTY-BAR HARBOR,50,9605811,-68.36217525000,44.45269750000,-68.35586730560,44.44500502780
BST,07837.*A,BELFAST MUNI,50,9574211,-69.01738788890,44.41316427780,-69.00627275000,44.40562088890
0B1,07840.*A,BETHEL RGNL,50,9603511,-70.81580819440,44.42824716670,-70.80402097220,44.42205858330
B19,07849.*A,BIDDEFORD MUNI,50,9572811,-70.47608611110,43.46099722220,-70.46871000000,43.46723083330
08B,07867.*A,MERRYMEETING FIELD,50,10958611,-69.89000155560,44.00167150000,-69.88427447220,43.99834372220
0B2,07870.*A,BREWER,50,11520011,-68.76715008330,44.76151772220,-68.76857661110,44.76615391670
CAR,07903.*A,CARIBOU MUNI,50,9608711,-68.01493813890,46.86823825000,-68.01846230560,46.87894466670
CAR,07903.*A,CARIBOU MUNI,50,9608711,-68.02617241670,46.86884963890,-68.01412533330,46.86920838890
B21,07906.5*A,SUGARLOAF RGNL,50,9606111,-70.21927222220,45.08886388890,-70.21356944440,45.08201388890
ME2,07929.*A,CUTLER RGNL,50,11361711,-67.26963891670,44.67850077780,-67.25910025000,44.68149555560
43B,07935.*A,DEBLOIS FLIGHT STRIP,50,11842111,-67.99549469440,44.72982425000,-67.98592269440,44.72299377780
1B0,07939.*A,DEXTER RGNL,50,9602911,-69.23993611110,45.00211111110,-69.23626944440,45.00434166670
1B0,07939.*A,DEXTER RGNL,50,9602911,-69.24095491670,45.00816525000,-69.23336605560,45.00191336110
